title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
Last Summer in the Hamptons,,1995,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",tt0113612,0,0.0,0.0,0.0,1990-1999
Brother Minister: The Assassination of Malcolm X,Documentary,1995,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",tt0109339,0,0.0,4.0,1.0,1990-1999
Catwalk,Documentary,1995,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",tt0112646,0,0.0,7.0,2.0,1990-1999
Nueba Yol,"Comedy, Drama, Romance",1995,"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",tt0114015,0,0.0,5.5,1.0,1990-1999
Jupiter's Wife,,1995,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.
 - Written by James Meek",tt0110217,0,0.0,0.0,0.0,1990-1999
Rumble in the Bronx,"Crime, Action, Comedy, Thriller",1995,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",tt0113326,7500000,32392047.0,6.5,245.0,1990-1999
Bullets Over Broadway,"Action, Comedy, Thriller",1994,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",tt0109348,0,0.0,7.0,130.0,1990-1999
Martin Lawrence: You So Crazy,Comedy,1994,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",tt0111804,0,0.0,4.5,4.0,1990-1999
Love Affair,"Drama, Romance",1994,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",tt0110391,60000000,0.0,4.3,11.0,1990-1999
Moving the Mountain,Documentary,1994,"ON JUNE 4th 1989, CHINA WAS CHANGED FOREVER.  Beijing, May, 1989. the world watched as a hundred students became a thousand, as thousands became a million - and a nation starved of freedom, cried out for a taste of democracy. In this compelling film, director Michael Apted (Nell, Gorillas in the Mist), captures the power and passion of the Tiananmen Square uprising through a unique combination of newsreel footage, dramatic re-enactments and extensive input from the actual student leaders. Exploring their personal histories, reflections and thoughts on the future. MOVING THE MOUNTAIN paints a portrait of courage, conviction, and commitment that the NEW YORK POST calls, ""A soaring - and sobering - tribute to the human spirit.""",tt0110583,0,0.0,8.5,1.0,1990-1999
A Troll in Central Park,"Fantasy, Animation, Science Fiction, Family",1994,"A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to be mean ugly and scare humans whenever possible. As a punishment, he is exiled to a world of concrete, where he should live a life of proper trolldom: Manhattan.",tt0108395,23000000,71368.0,4.4,40.0,1990-1999
Theremin: An Electronic Odyssey,"Documentary, Music",1994,"After escaping Russia's communist revolution, Leon Theremin travels to New York, where he pioneers the field of electronic music with his synthesizer. But at the height of his popularity, Soviet agents kidnap and force him to develop spy technology. Steven M. Martin writes and directs this intriguing documentary about a man's ""strange"" music and his very interesting life as an inventor and influential musician.",tt0108323,0,0.0,5.2,3.0,1990-1999
Leon: The Professional,"Thriller, Crime, Drama",1994,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",tt0110413,16000000,45284974.0,8.2,4293.0,1990-1999
Sugar Hill,"Drama, Action, Thriller",1994,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",tt0107079,0,0.0,5.4,14.0,1990-1999
Nadja,"Horror, Thriller",1994,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",tt0110620,0,0.0,5.9,12.0,1990-1999
The Cowboy Way,"Western, Action, Comedy",1994,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",tt0109493,0,0.0,5.1,38.0,1990-1999
The Paper,"Comedy, Drama",1994,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks.",tt0110771,6000000,0.0,6.1,40.0,1990-1999
Color of Night,"Drama, Mystery, Romance, Thriller",1994,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",tt0109456,40000000,19726050.0,5.4,117.0,1990-1999
It Could Happen to You,"Comedy, Drama, Romance",1994,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",tt0110167,0,0.0,6.1,154.0,1990-1999
Dangerous Game,Drama,1993,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",tt0106660,0,0.0,5.4,9.0,1990-1999
For Love or Money,"Comedy, Romance",1993,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",tt0106941,30000000,11146270.0,5.7,77.0,1990-1999
New York Cop,"Action, Thriller, Crime, Drama",1993,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",tt0117169,0,0.0,0.0,0.0,1990-1999
